id,ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,geometry
76,11368,8600000US11368,11368,6810487,99467,"POLYGON ((-73.872219 40.756943, -73.865674 40.75763, -73.85888899999999 40.7579, -73.859223 40.759811, -73.857753 40.758027, -73.854496 40.758279, -73.85912399999999 40.761275, -73.86093699999999 40.763729, -73.860433 40.763869, -73.856803 40.763981, -73.85858499999999 40.761917, -73.854664 40.760171, -73.851586 40.759355, -73.848687 40.760138, -73.84670899999999 40.761345, -73.84307 40.763593, -73.84272799999999 40.764629, -73.839417 40.765428, -73.836917 40.762767, -73.836821 40.761249, -73.83861899999999 40.757045, -73.838211 40.755253, -73.83791699999999 40.754541, -73.83560199999999 40.751395, -73.832295 40.751942, -73.83300299999999 40.747834, -73.83462899999999 40.746896, -73.835925 40.74350099999999, -73.841925 40.741764, -73.84524999999999 40.74016599999999, -73.84755799999999 40.739064, -73.85134599999999 40.737588, -73.854181 40.736954, -73.855085 40.736801, -73.86461799999999 40.734271, -73.86493 40.736895, -73.86648 40.738211, -73.86756299999999 40.740942, -73.86790999999999 40.744934, -73.86826499999999 40.746314, -73.868679 40.746194, -73.87001599999999 40.748472, -73.869192 40.748763, -73.86942499999999 40.749157, -73.871685 40.753961, -73.872219 40.756943))"
77,10017,8600000US10017,10017,820953,0,"POLYGON ((-73.98088799999999 40.753481, -73.980395 40.754155, -73.97878299999999 40.753481, -73.97833199999999 40.7541, -73.97993699999999 40.754783, -73.978116 40.757284, -73.977655 40.757912, -73.97443899999999 40.756556, -73.974897 40.755928, -73.975352 40.755303, -73.976516 40.754974, -73.976974 40.754349, -73.975702 40.753811, -73.97520899999999 40.754425, -73.97373499999999 40.754619, -73.973276 40.755243, -73.97282 40.75587, -73.97236199999999 40.756498, -73.966157 40.753878, -73.964715 40.751717, -73.968192 40.747251, -73.97077999999999 40.747543, -73.98182199999999 40.752197, -73.98088799999999 40.753481), (-73.975702 40.753811, -73.977107 40.751883, -73.977677 40.752119, -73.97837 40.752416, -73.979287 40.752801, -73.97976799999999 40.75214099999999, -73.97815899999999 40.75146, -73.976535 40.750775, -73.97604799999999 40.751441, -73.97444899999999 40.750766, -73.97395899999999 40.751441, -73.97555799999999 40.752116, -73.974648 40.753367, -73.975702 40.753811))"
78,11433,8600000US11433,11433,4012839,0,"POLYGON ((-73.802409 40.701852, -73.79915 40.703753, -73.79841499999999 40.702741, -73.795722 40.699015, -73.794511 40.69939, -73.793577 40.699756, -73.79608999999999 40.703294, -73.793792 40.704032, -73.794895 40.705461, -73.79284799999999 40.704424, -73.78957 40.707222, -73.78035899999999 40.708464, -73.77997499999999 40.707051, -73.781837 40.706172, -73.77100799999999 40.708724, -73.775139 40.706884, -73.775633 40.705346, -73.772121 40.698699, -73.76989499999999 40.696359, -73.77579899999999 40.693037, -73.77748199999999 40.693001, -73.77783599999999 40.694321, -73.78168699999999 40.692315, -73.780782 40.69103, -73.78704999999999 40.688588, -73.790385 40.687754, -73.790863 40.688407, -73.794371 40.686913, -73.79415299999999 40.687752, -73.79610099999999 40.689282, -73.798277 40.691934, -73.80093599999999 40.694425, -73.802768 40.699105, -73.80210099999999 40.700643, -73.803962 40.701052, -73.802409 40.701852))"
79,10036,8600000US10036,10036,1137641,0,"POLYGON ((-73.997575 40.765489, -73.995088 40.765253, -73.99343499999999 40.763739, -73.981341 40.758645, -73.978116 40.757284, -73.97993699999999 40.754783, -73.980395 40.754155, -73.98362399999999 40.755516, -73.984118 40.754842, -73.98088799999999 40.753481, -73.98182199999999 40.752197, -73.98504299999999 40.753554, -73.984596 40.754177, -73.994378 40.758377, -73.99680099999999 40.757789, -73.998615 40.758737, -73.99694199999999 40.759377, -74.001036 40.761968, -73.997575 40.765489))"
80,10033,8600000US10033,10033,1544120,0,"POLYGON ((-73.94488199999999 40.844959, -73.94318699999999 40.84975499999999, -73.94279899999999 40.851172, -73.93901199999999 40.856109, -73.928151 40.851863, -73.92469199999999 40.856642, -73.927122 40.85811, -73.92474199999999 40.861594, -73.922888 40.858857, -73.922867 40.855872, -73.92215999999999 40.855607, -73.92301599999999 40.854702, -73.92930299999999 40.845788, -73.93200999999999 40.846576, -73.93467099999999 40.842958, -73.93885499999999 40.844679, -73.940241 40.846048, -73.944467 40.845762, -73.94488199999999 40.844959))"
81,10463,8600000US10463,10463,3755854,345779,"POLYGON ((-73.92497399999999 40.879144, -73.92095599999999 40.887288, -73.918696 40.886885, -73.918761 40.88557, -73.916037 40.884867, -73.913978 40.886374, -73.916687 40.88690099999999, -73.916344 40.891287, -73.912904 40.88974899999999, -73.909064 40.889508, -73.906263 40.887571, -73.905513 40.890195, -73.90285899999999 40.889165, -73.902367 40.887254, -73.89984 40.886537, -73.89570999999999 40.885781, -73.887047 40.884358, -73.886967 40.882814, -73.888097 40.882855, -73.891407 40.878969, -73.89732699999999 40.871446, -73.898433 40.873742, -73.900452 40.874702, -73.90021399999999 40.877047, -73.901698 40.876266, -73.90271299999999 40.873985, -73.90290499999999 40.871059, -73.904022 40.869941, -73.906752 40.86862199999999, -73.908368 40.867247, -73.907685 40.868967, -73.90616199999999 40.873243, -73.906413 40.873296, -73.90889 40.867943, -73.90852599999999 40.871792, -73.90860499999999 40.871678, -73.910532 40.874066, -73.9152 40.875581, -73.919808 40.876577, -73.922602 40.878779, -73.92497399999999 40.879144))"
82,10003,8600000US10003,10003,1493004,0,"POLYGON ((-73.99697399999999 40.731409, -73.993617 40.736005, -73.990945 40.739673, -73.98772599999999 40.738317, -73.987302 40.738903, -73.986835 40.737941, -73.97986399999999 40.734975, -73.982564 40.731361, -73.988643 40.722933, -73.992604 40.724136, -73.991794 40.726391, -73.99314699999999 40.727867, -73.99960399999999 40.731043, -73.99697399999999 40.731409))"
83,11238,8600000US11238,11238,2865975,0,"POLYGON ((-73.97268699999999 40.687415, -73.97213599999999 40.689582, -73.970764 40.687638, -73.96481 40.688326, -73.965188 40.689782, -73.96029299999999 40.690346, -73.96000599999999 40.68888099999999, -73.957274 40.689192, -73.957132 40.688463, -73.956841 40.686996, -73.955437 40.679958, -73.955309 40.67927299999999, -73.95300499999999 40.678815, -73.955195 40.678343, -73.95797399999999 40.670657, -73.962622 40.671629, -73.960956 40.66328499999999, -73.962429 40.663125, -73.96289399999999 40.663798, -73.969662 40.672654, -73.970409 40.672617, -73.97085899999999 40.67273, -73.97104999999999 40.675237, -73.97190399999999 40.676413, -73.97244499999999 40.677162, -73.97064 40.682414, -73.972773 40.682863, -73.972274 40.685443, -73.973648 40.687303, -73.97268699999999 40.687415))"
84,10469,8600000US10469,10469,6404387,0,"MULTIPOLYGON (((-73.862447 40.869622, -73.861379 40.871336, -73.86113499999999 40.874477, -73.85569099999999 40.884212, -73.847545 40.880931, -73.843282 40.879985, -73.842738 40.879425, -73.84127699999999 40.880317, -73.83874299999999 40.881266, -73.835189 40.875054, -73.83315999999999 40.86832, -73.829594 40.862173, -73.828372 40.860947, -73.831993 40.856745, -73.832476 40.8564, -73.832775 40.856952, -73.833088 40.856145, -73.83552299999999 40.856402, -73.83681899999999 40.857277, -73.843295 40.85829, -73.84930899999999 40.858718, -73.85663799999999 40.85811899999999, -73.861791 40.857983, -73.861498 40.867782, -73.862447 40.869622)), ((-73.872461 40.858633, -73.871612 40.863778, -73.872243 40.867968, -73.872162 40.870527, -73.870898 40.876181, -73.870148 40.878314, -73.869421 40.877987, -73.870313 40.875341, -73.87056199999999 40.871511, -73.870462 40.86327199999999, -73.871083 40.857377, -73.86954899999999 40.857726, -73.86838299999999 40.857812, -73.869327 40.856647, -73.870493 40.856421, -73.871763 40.854113, -73.872461 40.858633)))"
85,11224,8600000US11224,11224,4107697,78749,"POLYGON ((-74.012996 40.578169, -74.009608 40.581395, -74.0061005932742 40.5820689155346, -73.999622 40.581424, -73.99793699999999 40.581642, -73.997621 40.580554, -73.990697 40.579318, -73.990679 40.58006, -73.988237 40.579704, -73.987763 40.579799, -73.98595899999999 40.581784, -73.985826 40.58137199999999, -73.983948 40.582912, -73.983842 40.583333, -73.982635 40.582856, -73.982812 40.583792, -73.977504 40.582784, -73.969087 40.584001, -73.967815 40.584539, -73.96661399999999 40.584575, -73.96677699999999 40.583904, -73.970725 40.583192, -73.97113399999999 40.582019, -73.96733499999999 40.581515, -73.967602 40.580362, -73.969133 40.580048, -73.96992 40.57558299999999, -73.96675399999999 40.574833, -73.959414 40.57515799999999, -73.95942223594291 40.5740168643515, -73.9820844563704 40.5714138101483, -73.9907535993926 40.57041804500449, -73.99134599999999 40.57035, -74.002056 40.570623, -74.00228364778739 40.5707383658818, -74.005673 40.572456, -74.0107121806173 40.5741005396502, -74.012022 40.574528, -74.012996 40.578169))"
86,10453,8600000US10453,10453,2372518,6524,"POLYGON ((-73.92815899999999 40.845492, -73.92390399999999 40.850488, -73.91929 40.857475, -73.91721699999999 40.856015, -73.91615899999999 40.858785, -73.91328399999999 40.859619, -73.91225799999999 40.86019, -73.910929 40.860647, -73.9098 40.860134, -73.90777299999999 40.859608, -73.90679799999999 40.859374, -73.90486799999999 40.858693, -73.89994899999999 40.85742, -73.900779 40.856047, -73.907487 40.847804, -73.911143 40.845063, -73.915263 40.845963, -73.917157 40.845418, -73.91742099999999 40.84634399999999, -73.92104399999999 40.84652, -73.922685 40.844568, -73.924734 40.84481299999999, -73.92815899999999 40.845492))"
87,11356,8600000US11356,11356,4084049,0,"POLYGON ((-73.858158 40.787035, -73.856616 40.786749, -73.855974 40.787666, -73.85325399999999 40.787875, -73.85480199999999 40.78884499999999, -73.85450299999999 40.790183, -73.85266399999999 40.791256, -73.85377 40.792336, -73.852659 40.79492, -73.849341 40.793373, -73.84871 40.795416, -73.846245 40.796162, -73.84370799999999 40.794886, -73.84012 40.796882, -73.83842899999999 40.798376, -73.83843399999999 40.79678699999999, -73.83663299999999 40.792516, -73.83742599999999 40.791391, -73.837272 40.789064, -73.83558499999999 40.789562, -73.83382999999999 40.788522, -73.831976 40.78945, -73.831017 40.789339, -73.830589 40.784641, -73.82690199999999 40.784652, -73.826785 40.781668, -73.82528499999999 40.781697, -73.826235 40.779921, -73.82852799999999 40.776007, -73.831593 40.77256, -73.833428 40.771434, -73.836332 40.778529, -73.83886199999999 40.778617, -73.838967 40.776774, -73.839983 40.776503, -73.84903799999999 40.777005, -73.849773 40.778728, -73.849845 40.781593, -73.84925299999999 40.782265, -73.85538799999999 40.782076, -73.855451 40.783143, -73.85808299999999 40.783724, -73.859089 40.785532, -73.858158 40.787035))"
88,10069,8600000US10069,10069,249044,0,"POLYGON ((-73.99397399999999 40.773129, -73.98895999999999 40.779685, -73.99175099999999 40.779582, -73.987308 40.78104099999999, -73.98654399999999 40.780658, -73.98877399999999 40.776673, -73.989994 40.772242, -73.990454 40.771612, -73.993325 40.772831, -73.99395199999999 40.772876, -73.995969 40.774012, -73.99397399999999 40.773129))"
89,10021,8600000US10021,10021,986800,0,"MULTIPOLYGON (((-73.95926299999999 40.759284, -73.958809 40.759913, -73.95631299999999 40.760477, -73.958478 40.75854, -73.958811 40.758256, -73.959722 40.758663, -73.95926299999999 40.759284)), ((-73.965148 40.775045, -73.96147499999999 40.774324, -73.953649 40.771024, -73.951858 40.769441, -73.949253 40.768355, -73.94906999999999 40.768603, -73.94820199999999 40.769544, -73.94797299999999 40.769512, -73.952308 40.764555, -73.953609 40.76347, -73.95515999999999 40.764918, -73.968441 40.770517, -73.965148 40.775045)))"
90,11208,8600000US11208,11208,9265812,0,"POLYGON ((-73.889607 40.684214, -73.884517 40.686691, -73.88377699999999 40.687863, -73.87945599999999 40.69123099999999, -73.874021 40.694191, -73.868917 40.69515, -73.868717 40.694622, -73.86629499999999 40.683189, -73.86410099999999 40.682373, -73.863349 40.679352, -73.862346 40.679165, -73.861318 40.675021, -73.860389 40.671269, -73.85763299999999 40.671656, -73.85568499999999 40.663867, -73.85843 40.663453, -73.857615 40.660119, -73.86036 40.659646, -73.86317099999999 40.658277, -73.860483 40.654659, -73.85975499999999 40.654104, -73.856537 40.649916, -73.85793 40.646931, -73.856298 40.644645, -73.85647299999999 40.643678, -73.861407 40.642637, -73.86588499999999 40.64, -73.868267 40.639841, -73.87008399999999 40.644174, -73.87242599999999 40.645352, -73.873384 40.646821, -73.874892 40.645095, -73.876104 40.646215, -73.87843599999999 40.649327, -73.87619699999999 40.650697, -73.879733 40.655563, -73.87610699999999 40.657125, -73.878834 40.661535, -73.88278199999999 40.668026, -73.886505 40.683349, -73.88819099999999 40.682556, -73.889607 40.684214), (-73.87518899999999 40.650275, -73.873339 40.649317, -73.87153599999999 40.649521, -73.86668899999999 40.652926, -73.86821599999999 40.656922, -73.86960599999999 40.656335, -73.876751 40.652615, -73.87518899999999 40.650275))"
91,10001,8600000US10001,10001,1591485,0,"POLYGON ((-74.00828 40.750272, -74.007026 40.75379299999999, -74.00559299999999 40.755893, -74.002843 40.75968599999999, -74.000067 40.758403, -74.00150000000001 40.756452, -73.998661 40.755252, -73.99297899999999 40.752854, -73.99252799999999 40.753474, -73.989694 40.75228, -73.990134 40.751659, -73.984076 40.749102, -73.987746 40.744066, -73.990968 40.745421, -73.992063 40.743919, -73.997445 40.746155, -74.000399 40.747767, -74.00084799999999 40.747147, -74.006529 40.749553, -74.007958 40.749261, -74.00828 40.750272), (-74.00143 40.751445, -73.998594 40.750241, -73.99812 40.750903, -73.99930499999999 40.751376, -74.000975 40.752055, -74.00143 40.751445), (-73.99768 40.751439, -73.994844 40.750293, -73.992006 40.749101, -73.99110999999999 40.750319, -73.993948 40.751522, -73.99678999999999 40.752723, -73.99768 40.751439))"
92,11370,8600000US11370,11370,3859881,0,"MULTIPOLYGON (((-73.89276599999999 40.792836, -73.891936 40.796705, -73.89088599999999 40.797779, -73.88789 40.798404, -73.88683399999999 40.798037, -73.88292899999999 40.795289, -73.878181 40.79441, -73.87530099999999 40.792396, -73.871408 40.790285, -73.87097299999999 40.789057, -73.87080899999999 40.787897, -73.87163099999999 40.786798, -73.873088 40.785855, -73.87697299999999 40.785778, -73.87830699999999 40.785357, -73.88530299999999 40.786685, -73.888307 40.787006, -73.89057 40.790108, -73.89218199999999 40.790394, -73.89276599999999 40.792836)), ((-73.90033199999999 40.768808, -73.893703 40.774226, -73.893069 40.773869, -73.89190000000001 40.776755, -73.89045899999999 40.77755, -73.889077 40.773574, -73.88942399999999 40.773046, -73.88872599999999 40.768916, -73.887731 40.766915, -73.887552 40.76635, -73.882768 40.767312, -73.882413 40.765362, -73.884271 40.765167, -73.882677 40.761608, -73.883245 40.759526, -73.88257899999999 40.755854, -73.89652199999999 40.754389, -73.897719 40.760976, -73.898552 40.759926, -73.89877299999999 40.759916, -73.895031 40.764477, -73.894324 40.766146, -73.90065899999999 40.767211, -73.90033199999999 40.768808)))"
93,11436,8600000US11436,11436,2054419,0,"POLYGON ((-73.805891 40.682897, -73.794578 40.686107, -73.793734 40.684358, -73.792721 40.684648, -73.79266 40.682569, -73.791128 40.67777299999999, -73.792316 40.677372, -73.79156999999999 40.675748, -73.78989 40.675202, -73.790297 40.67336299999999, -73.788085 40.67301, -73.78941 40.666841, -73.79306199999999 40.667087, -73.799876 40.66659, -73.80166 40.666756, -73.80139299999999 40.673117, -73.805891 40.682897))"
94,10472,8600000US10472,10472,2729341,0,"POLYGON ((-73.884531 40.825647, -73.883557 40.828938, -73.883578 40.829511, -73.879983 40.83468, -73.87925199999999 40.834424, -73.876937 40.836137, -73.869033 40.835486, -73.866806 40.834837, -73.86272099999999 40.833021, -73.86033499999999 40.833129, -73.84525499999999 40.828463, -73.846999 40.828, -73.884411 40.82297, -73.884531 40.825647))"
95,11366,8600000US11366,11366,2830903,0,"POLYGON ((-73.810886 40.727172, -73.80041299999999 40.728372, -73.78820899999999 40.73136299999999, -73.780401 40.733993, -73.780248 40.734732, -73.776929 40.735676, -73.77584 40.73649, -73.77538699999999 40.735533, -73.773551 40.736072, -73.77152699999999 40.731522, -73.770107 40.731779, -73.765551 40.732544, -73.76224499999999 40.729344, -73.75671 40.72617899999999, -73.762063 40.725986, -73.766244 40.726403, -73.77359 40.724742, -73.777385 40.722442, -73.778038 40.723284, -73.775234 40.725238, -73.777575 40.730193, -73.781161 40.729213, -73.780799 40.728425, -73.783169 40.727644, -73.78360099999999 40.728413, -73.785749 40.726795, -73.788309 40.725956, -73.78945899999999 40.726493, -73.793335 40.72528399999999, -73.80904 40.719912, -73.809786 40.719722, -73.809342 40.720957, -73.810886 40.727172))"
96,10019,8600000US10019,10019,1804736,0,"POLYGON ((-74.003767 40.763564, -74.001347 40.762903, -74.002864 40.764693, -73.999893 40.76342, -73.99918 40.764142, -74.002304 40.765496, -73.99890000000001 40.764594, -73.998277 40.765397, -74.00170799999999 40.766878, -74.00124799999999 40.767429, -73.997934 40.76612, -73.997473 40.766797, -74.00026799999999 40.768511, -73.996933 40.767139, -73.99630499999999 40.767957, -73.999678 40.769449, -73.997146 40.768846, -73.995364 40.770907, -73.997477 40.771859, -73.996425 40.773051, -73.99395199999999 40.772876, -73.993325 40.772831, -73.990454 40.771612, -73.989994 40.772242, -73.98761499999999 40.770415, -73.98209299999999 40.768893, -73.98209299999999 40.768398, -73.982147 40.76773, -73.981431 40.767874, -73.973015 40.76427899999999, -73.97346499999999 40.763659, -73.975831 40.760418, -73.979057 40.761771, -73.979513 40.761148, -73.97628899999999 40.759787, -73.976744 40.759165, -73.97845 40.759065, -73.98042599999999 40.759899, -73.98326299999999 40.761094, -73.98372999999999 40.760457, -73.980886 40.75927, -73.981341 40.758645, -73.99343499999999 40.763739, -73.995088 40.765253, -73.997575 40.765489, -74.001036 40.761968, -74.001716 40.762208, -74.003767 40.763564))"
97,11375,8600000US11375,11375,5152093,0,"POLYGON ((-73.85852199999999 40.721529, -73.857108 40.721757, -73.85390199999999 40.726816, -73.851778 40.727697, -73.852884 40.730427, -73.85113699999999 40.730953, -73.852164 40.732947, -73.85470000000001 40.732829, -73.85615199999999 40.735648, -73.854181 40.736954, -73.85134599999999 40.737588, -73.84755799999999 40.739064, -73.84524999999999 40.74016599999999, -73.844568 40.735133, -73.842748 40.732113, -73.839607 40.729133, -73.837768 40.726697, -73.83583899999999 40.722534, -73.83161199999999 40.717831, -73.829684 40.716945, -73.82556699999999 40.716151, -73.825705 40.716063, -73.826976 40.715391, -73.83098199999999 40.71431, -73.837037 40.711312, -73.84301599999999 40.709176, -73.84568 40.70848, -73.84951699999999 40.708392, -73.85474599999999 40.706767, -73.85593999999999 40.706395, -73.857298 40.711465, -73.85852199999999 40.721529))"
98,10016,8600000US10016,10016,1378166,0,"POLYGON ((-73.987746 40.744066, -73.984076 40.749102, -73.98182199999999 40.752197, -73.97077999999999 40.747543, -73.968192 40.747251, -73.971566 40.742993, -73.97223 40.743249, -73.973146 40.740345, -73.97580000000001 40.740644, -73.973722 40.739917, -73.97524899999999 40.738015, -73.984977 40.742089, -73.98452899999999 40.742708, -73.987746 40.744066))"
99,10031,8600000US10031,10031,1681545,0,"POLYGON ((-73.95800799999999 40.822795, -73.959648 40.823677, -73.95632999999999 40.827953, -73.95383 40.828652, -73.95027899999999 40.834326, -73.949342 40.833982, -73.949714 40.832697, -73.94107799999999 40.829083, -73.940167 40.830383, -73.938588 40.829717, -73.93924799999999 40.828296, -73.94292399999999 40.82326, -73.944756 40.824032, -73.946078 40.821264, -73.948083 40.822108, -73.947552 40.820301, -73.94973399999999 40.817922, -73.95227299999999 40.817221, -73.96000699999999 40.820422, -73.95800799999999 40.822795))"
100,11203,8600000US11203,11203,5555600,0,"POLYGON ((-73.947676 40.660297, -73.942611 40.66061, -73.942829 40.662847, -73.940029 40.663021, -73.931607 40.663557, -73.931556 40.662756, -73.92819299999999 40.660177, -73.927255 40.659338, -73.927201 40.658537, -73.92177599999999 40.654424, -73.920581 40.650707, -73.919951 40.644707, -73.92087099999999 40.643998, -73.921741 40.643382, -73.921627 40.642806, -73.92067399999999 40.642672, -73.91972899999999 40.642725, -73.921609 40.641687, -73.922207 40.641065, -73.923327 40.6399, -73.92608199999999 40.638163, -73.93158 40.635391, -73.93223499999999 40.634963, -73.93439499999999 40.634827, -73.93536 40.634767, -73.93560699999999 40.637038, -73.937512 40.636921, -73.93776199999999 40.639259, -73.942503 40.638965, -73.942651 40.640344, -73.94650899999999 40.640104, -73.947059 40.64525, -73.947467 40.64903899999999, -73.946479 40.6491, -73.947159 40.655594, -73.94726399999999 40.656437, -73.947676 40.660297))"
101,10451,8600000US10451,10451,2665302,9963,"POLYGON ((-73.933059 40.828156, -73.93095599999999 40.828335, -73.92875599999999 40.829186, -73.922669 40.826854, -73.920461 40.830915, -73.918944 40.830335, -73.92020099999999 40.8281, -73.91531599999999 40.826546, -73.911694 40.827759, -73.911794 40.826428, -73.91131 40.824849, -73.908709 40.824067, -73.909851 40.822553, -73.909497 40.822438, -73.910118 40.820618, -73.91189 40.820256, -73.912159 40.819786, -73.917417 40.82127699999999, -73.918899 40.817967, -73.91745999999999 40.816761, -73.91923799999999 40.81722, -73.920349 40.814629, -73.922088 40.813731, -73.92644299999999 40.811507, -73.93180099999999 40.807876, -73.93257 40.809256, -73.932401 40.814151, -73.932327 40.819503, -73.933059 40.828156))"
102,11106,8600000US11106,11106,2214073,14591,"POLYGON ((-73.944715 40.762879, -73.941312 40.766918, -73.935323 40.770485, -73.934956 40.77173, -73.935227 40.769526, -73.92188 40.763574, -73.918966 40.762204, -73.92112899999999 40.759974, -73.92246 40.757427, -73.926509 40.752434, -73.937009 40.758236, -73.943304 40.760658, -73.942472 40.761994, -73.944715 40.762879))"
103,11210,8600000US11210,11210,4251899,0,"POLYGON ((-73.9584 40.636327, -73.955696 40.637625, -73.954273 40.639115, -73.95360000000001 40.638422, -73.94923299999999 40.638548, -73.949383 40.639928, -73.94650899999999 40.640104, -73.942651 40.640344, -73.942503 40.638965, -73.93776199999999 40.639259, -73.937512 40.636921, -73.93560699999999 40.637038, -73.93536 40.634767, -73.93439499999999 40.634827, -73.93511599999999 40.63242899999999, -73.934146 40.632492, -73.93389499999999 40.630151, -73.934867 40.630091, -73.93461599999999 40.62775, -73.933646 40.627811, -73.933449 40.625704, -73.934319 40.624894, -73.936905 40.625233, -73.93561099999999 40.623571, -73.94026599999999 40.622623, -73.93999099999999 40.621164, -73.944827 40.616046, -73.94573699999999 40.61536299999999, -73.946067 40.617104, -73.94699299999999 40.61700099999999, -73.946574 40.61478899999999, -73.948345 40.61413599999999, -73.948255 40.613636, -73.949119 40.613053, -73.94930599999999 40.614031, -73.950706 40.61125, -73.95257699999999 40.611037, -73.95419 40.616212, -73.95609899999999 40.629665, -73.95729899999999 40.630512, -73.95636499999999 40.631186, -73.957168 40.635405, -73.958198 40.635289, -73.9584 40.636327))"
104,11411,8600000US11411,11411,3025177,0,"POLYGON ((-73.748643 40.701587, -73.743307 40.70296, -73.74309099999999 40.702397, -73.73823299999999 40.701885, -73.732354 40.702419, -73.727707 40.701565, -73.72751599999999 40.697196, -73.72650299999999 40.696886, -73.725926 40.686225, -73.725798 40.684354, -73.72586099999999 40.683223, -73.73222 40.685121, -73.737585 40.686408, -73.74745 40.68935099999999, -73.74722 40.689715, -73.74812299999999 40.690131, -73.745283 40.694115, -73.74619 40.696119, -73.748643 40.701587))"
105,10458,8600000US10458,10458,2603707,0,"POLYGON ((-73.898832 40.859305, -73.89706799999999 40.862534, -73.89437599999999 40.866067, -73.89173699999999 40.869511, -73.887851 40.872121, -73.887377 40.872723, -73.884782 40.878419, -73.88247 40.872128, -73.881754 40.872349, -73.87985999999999 40.868274, -73.883858 40.865191, -73.88089699999999 40.86129, -73.880882 40.857509, -73.87741799999999 40.85538, -73.88059199999999 40.856926, -73.88166799999999 40.853348, -73.882733 40.85364999999999, -73.88382 40.851499, -73.888032 40.850997, -73.88723 40.852488, -73.89477599999999 40.85593, -73.896007 40.855596, -73.89994899999999 40.85742, -73.898832 40.859305))"
106,10466,8600000US10466,10466,5215221,5147,"POLYGON ((-73.86135999999999 40.894663, -73.862875 40.895154, -73.859258 40.900338, -73.856194 40.899188, -73.85624 40.897626, -73.855386 40.898876, -73.85343399999999 40.898115, -73.84954999999999 40.903045, -73.84704499999999 40.90173, -73.84572399999999 40.904796, -73.844728 40.904732, -73.844702 40.904183, -73.841386 40.904174, -73.84065 40.901414, -73.83922099999999 40.899475, -73.839696 40.897385, -73.838407 40.894061, -73.82356 40.889857, -73.823244 40.891199, -73.81971899999999 40.890206, -73.823752 40.887832, -73.825248 40.886816, -73.83324399999999 40.884345, -73.83874299999999 40.881266, -73.84127699999999 40.880317, -73.842738 40.879425, -73.843282 40.879985, -73.847545 40.880931, -73.85569099999999 40.884212, -73.858667 40.88494499999999, -73.86538 40.88688399999999, -73.86135999999999 40.894663))"
