id,ZCTA5CE10,AFFGEOID10,GEOID10,ALAND10,AWATER10,geometry
40,10009,8600000US10009,10009,1597616,0,"POLYGON ((-73.982564 40.731361, -73.97986399999999 40.734975, -73.974243 40.732536, -73.97364999999999 40.73231, -73.971282 40.729251, -73.971396 40.726662, -73.973635 40.718612, -73.97499499999999 40.719784, -73.97823099999999 40.720674, -73.988643 40.722933, -73.982564 40.731361))"
41,10454,8600000US10454,10454,2714424,0,"POLYGON ((-73.93180099999999 40.807876, -73.92644299999999 40.811507, -73.922088 40.813731, -73.920119 40.812894, -73.91926699999999 40.813727, -73.914474 40.811651, -73.915178 40.810427, -73.91069299999999 40.808809, -73.910366 40.809645, -73.90496 40.808531, -73.907833 40.806762, -73.90298799999999 40.809364, -73.902294 40.805935, -73.901892 40.805007, -73.902497 40.804437, -73.903283 40.804691, -73.90780000000001 40.799263, -73.91141 40.796686, -73.913624 40.796786, -73.919861 40.799353, -73.921622 40.801447, -73.923022 40.802425, -73.92725 40.802558, -73.93180099999999 40.807876))"
42,10023,8600000US10023,10023,1269182,0,"POLYGON ((-73.98877399999999 40.776673, -73.98654399999999 40.780658, -73.98567899999999 40.780313, -73.98445199999999 40.783192, -73.98212599999999 40.783027, -73.981064 40.781751, -73.97756199999999 40.780909, -73.97406699999999 40.778805, -73.98209299999999 40.768398, -73.98209299999999 40.768893, -73.98761499999999 40.770415, -73.989994 40.772242, -73.98877399999999 40.776673))"
43,10006,8600000US10006,10006,241687,0,"POLYGON ((-74.014697 40.709779, -74.0137 40.713668, -74.010122 40.71208499999999, -74.00998799999999 40.709806, -74.010542 40.709154, -74.010846 40.708797, -74.01124799999999 40.708304, -74.012508 40.706767, -74.013254 40.70587099999999, -74.015956 40.70668, -74.014697 40.709779))"
44,10010,8600000US10010,10010,988467,0,"POLYGON ((-73.992063 40.743919, -73.990968 40.745421, -73.987746 40.744066, -73.98452899999999 40.742708, -73.984977 40.742089, -73.97524899999999 40.738015, -73.973722 40.739917, -73.97580000000001 40.740644, -73.973146 40.740345, -73.97223 40.743249, -73.971566 40.742993, -73.972942 40.735799, -73.974417 40.736424, -73.97364999999999 40.73231, -73.974243 40.732536, -73.97986399999999 40.734975, -73.986835 40.737941, -73.987302 40.738903, -73.98772599999999 40.738317, -73.990945 40.739673, -73.994028 40.741219, -73.992063 40.743919))"
45,10310,8600000US10310,10310,4649574,0,"POLYGON ((-74.132054 40.623662, -74.129019 40.62889699999999, -74.13060899999999 40.63132, -74.12844299999999 40.633673, -74.12688799999999 40.63721, -74.12696199999999 40.640181, -74.123744 40.640202, -74.120659 40.641196, -74.12056825955719 40.6421623508271, -74.12018599999999 40.642201, -74.10473362808959 40.64513548800409, -74.10654699999999 40.644242, -74.10542199999999 40.63889899999999, -74.104466 40.637182, -74.103133 40.637353, -74.102526 40.634663, -74.105981 40.63429, -74.105001 40.628138, -74.103517 40.623757, -74.10682199999999 40.621794, -74.11001499999999 40.620688, -74.113309 40.623042, -74.11697199999999 40.624627, -74.11840599999999 40.62376099999999, -74.119669 40.621745, -74.122044 40.624184, -74.124516 40.623029, -74.12629 40.62383699999999, -74.13060999999999 40.623495, -74.132054 40.623662))"
46,11221,8600000US11221,11221,3582803,0,"POLYGON ((-73.948185 40.690242, -73.94534899999999 40.690567, -73.94564199999999 40.692033, -73.939971 40.692683, -73.937195 40.693752, -73.934134 40.693355, -73.934797 40.696737, -73.935222 40.696986, -73.930262 40.698529, -73.927797 40.699585, -73.929035 40.70029, -73.927588 40.701762, -73.917818 40.696208, -73.91636799999999 40.69768, -73.91336099999999 40.69597, -73.911806 40.697554, -73.910303 40.6967, -73.91185999999999 40.695115, -73.90885299999999 40.693405, -73.91604599999999 40.686072, -73.91804599999999 40.687213, -73.917996 40.686965, -73.918065 40.686608, -73.93223499999999 40.684907, -73.93822299999999 40.683894, -73.943962 40.683601, -73.94505599999999 40.689102, -73.94789299999999 40.688776, -73.948185 40.690242))"
47,10455,8600000US10455,10455,1846908,0,"POLYGON ((-73.920349 40.814629, -73.91923799999999 40.81722, -73.91745999999999 40.816761, -73.918899 40.817967, -73.917417 40.82127699999999, -73.912159 40.819786, -73.91189 40.820256, -73.910348 40.819947, -73.90531299999999 40.817925, -73.90299 40.820027, -73.902107 40.81850499999999, -73.90002299999999 40.81859499999999, -73.895428 40.815845, -73.89719699999999 40.813514, -73.90298799999999 40.809364, -73.907833 40.806762, -73.90496 40.808531, -73.910366 40.809645, -73.91069299999999 40.808809, -73.915178 40.810427, -73.914474 40.811651, -73.91926699999999 40.813727, -73.920119 40.812894, -73.922088 40.813731, -73.920349 40.814629))"
48,11358,8600000US11358,11358,5047137,0,"POLYGON ((-73.807514 40.762179, -73.80720699999999 40.76829499999999, -73.805356 40.771095, -73.80615299999999 40.772209, -73.80427899999999 40.772061, -73.803985 40.77419, -73.803887 40.774901, -73.79271299999999 40.773788, -73.791635 40.774239, -73.789309 40.769708, -73.785168 40.761433, -73.78590199999999 40.75974799999999, -73.784471 40.759864, -73.78008799999999 40.752494, -73.781212 40.751507, -73.792305 40.748366, -73.794815 40.748422, -73.795665 40.750236, -73.79729499999999 40.749435, -73.798023 40.74872999999999, -73.80287799999999 40.749783, -73.807506 40.750137, -73.809135 40.750269, -73.807514 40.762179))"
49,10473,8600000US10473,10473,5539539,5538,"POLYGON ((-73.884411 40.82297, -73.846999 40.828, -73.84525499999999 40.828463, -73.84391699999999 40.828447, -73.842812 40.828637, -73.84267 40.82804, -73.84007299999999 40.82123, -73.84021 40.819942, -73.84204699999999 40.81862599999999, -73.84433299999999 40.81485, -73.84547599999999 40.811978, -73.84684899999999 40.810714, -73.84889299999999 40.813055, -73.85269699999999 40.8141, -73.84935899999999 40.812314, -73.84920799999999 40.81095699999999, -73.85028699999999 40.808475, -73.848485 40.807128, -73.84764199999999 40.80513, -73.85017499999999 40.804489, -73.854311 40.804434, -73.858025 40.805406, -73.859033 40.809947, -73.86048199999999 40.809491, -73.862489 40.810294, -73.86746099999999 40.810649, -73.871098 40.814637, -73.87751299999999 40.816586, -73.880546 40.818468, -73.884328 40.822614, -73.884411 40.82297))"
50,10028,8600000US10028,10028,811363,0,"POLYGON ((-73.95992099999999 40.782213, -73.95670799999999 40.780856, -73.957202 40.780179, -73.95174299999999 40.777875, -73.945069 40.77561, -73.945728 40.773622, -73.94433699999999 40.773108, -73.947502 40.770121, -73.94700999999999 40.770814, -73.95679799999999 40.774967, -73.96323 40.777677, -73.95992099999999 40.782213))"
51,11217,8600000US11217,11217,1942444,8496,"POLYGON ((-73.989992 40.683319, -73.98656799999999 40.688408, -73.98440000000001 40.68756399999999, -73.98200899999999 40.689322, -73.980429 40.689901, -73.97312599999999 40.689622, -73.97268699999999 40.687415, -73.973648 40.687303, -73.972274 40.685443, -73.972773 40.682863, -73.97064 40.682414, -73.97244499999999 40.677162, -73.97190399999999 40.676413, -73.97104999999999 40.675237, -73.97085899999999 40.67273, -73.98261099999999 40.678051, -73.98785699999999 40.680033, -73.98855999999999 40.679559, -73.98808 40.680172, -73.988699 40.681217, -73.99042399999999 40.682694, -73.989992 40.683319))"
52,11230,8600000US11230,11230,4767216,0,"POLYGON ((-73.977249 40.630707, -73.977165 40.630747, -73.969869 40.634194, -73.96538199999999 40.63627899999999, -73.963105 40.634065, -73.9584 40.636327, -73.958198 40.635289, -73.957168 40.635405, -73.95636499999999 40.631186, -73.95729899999999 40.630512, -73.95609899999999 40.629665, -73.95419 40.616212, -73.95257699999999 40.611037, -73.96238 40.609986, -73.96429599999999 40.609777, -73.972994 40.608814, -73.975296 40.620913, -73.976947 40.621602, -73.97608 40.621569, -73.976235 40.625976, -73.976578 40.627574, -73.97919 40.629378, -73.977249 40.630707))"
53,11363,8600000US11363,11363,2227891,34217,"POLYGON ((-73.75547359639701 40.777584, -73.7554263694168 40.7777011969923, -73.754606 40.779737, -73.75300186257449 40.78112561310049, -73.75145101008741 40.7824681003752, -73.749664 40.782106, -73.73389299999999 40.772527, -73.73694999999999 40.768906, -73.73868899999999 40.770051, -73.737539 40.76840199999999, -73.741259 40.765707, -73.744282 40.765358, -73.74876999999999 40.76408, -73.750722 40.766512, -73.753469 40.765445, -73.755076 40.767664, -73.7557982188623 40.7717892529076, -73.755557 40.771998, -73.75365599999999 40.773438, -73.755881 40.776573, -73.75547359639701 40.777584))"
54,11369,8600000US11369,11369,2823943,0,"POLYGON ((-73.887731 40.766915, -73.88431899999999 40.767982, -73.877876 40.771151, -73.87520099999999 40.771771, -73.872596 40.771831, -73.870261 40.77135699999999, -73.865983 40.76886, -73.86272599999999 40.765893, -73.86093699999999 40.763729, -73.85912399999999 40.761275, -73.854496 40.758279, -73.857753 40.758027, -73.859223 40.759811, -73.85888899999999 40.7579, -73.865674 40.75763, -73.872219 40.756943, -73.87792999999999 40.756339, -73.879245 40.758368, -73.878861 40.756241, -73.88257899999999 40.755854, -73.883245 40.759526, -73.882677 40.761608, -73.884271 40.765167, -73.882413 40.765362, -73.882768 40.767312, -73.887552 40.76635, -73.887731 40.766915))"
55,11413,8600000US11413,11413,8039776,61151,"POLYGON ((-73.76796399999999 40.660348, -73.766159 40.660085, -73.763532 40.666287, -73.765404 40.666878, -73.76375999999999 40.667098, -73.76293799999999 40.669219, -73.762597 40.670738, -73.762934 40.671813, -73.76225099999999 40.671943, -73.76404699999999 40.672847, -73.763677 40.674746, -73.762486 40.674195, -73.76031499999999 40.67511, -73.75800799999999 40.676081, -73.75982499999999 40.67897, -73.75804699999999 40.679221, -73.76200799999999 40.684551, -73.750399 40.688816, -73.74982799999999 40.687908, -73.74812299999999 40.690131, -73.74722 40.689715, -73.74745 40.68935099999999, -73.737585 40.686408, -73.73222 40.685121, -73.73400199999999 40.680426, -73.73794099999999 40.673245, -73.738787 40.673553, -73.739841 40.671866, -73.73899899999999 40.67155899999999, -73.74004499999999 40.669873, -73.74089499999999 40.67017999999999, -73.741951 40.668495, -73.741935 40.666845, -73.738559 40.666397, -73.74001799999999 40.664748, -73.74244299999999 40.660869, -73.744956 40.65817, -73.747052 40.657489, -73.748553 40.656184, -73.748127 40.654629, -73.748925 40.653432, -73.74838699999999 40.650851, -73.74609599999999 40.64905, -73.74835 40.645358, -73.751616 40.64723499999999, -73.767353 40.65616, -73.76582399999999 40.656304, -73.766155 40.658551, -73.76767 40.658418, -73.76796399999999 40.660348))"
56,11418,8600000US11418,11418,4225701,0,"POLYGON ((-73.85474599999999 40.706767, -73.84951699999999 40.708392, -73.84568 40.70848, -73.84301599999999 40.709176, -73.84144499999999 40.708957, -73.836736 40.710791, -73.83611399999999 40.711469, -73.834051 40.710028, -73.83418399999999 40.708672, -73.836185 40.707573, -73.834982 40.70709799999999, -73.833021 40.70257, -73.832335 40.700765, -73.831521 40.70139, -73.82154 40.703729, -73.82201999999999 40.705212, -73.82007899999999 40.705031, -73.818313 40.706164, -73.81647699999999 40.70245, -73.81371899999999 40.697153, -73.81911099999999 40.695756, -73.820915 40.695828, -73.83751099999999 40.691297, -73.844272 40.689372, -73.84797499999999 40.696853, -73.85166199999999 40.700479, -73.85215099999999 40.702251, -73.854641 40.70529, -73.85474599999999 40.706767))"
57,11427,8600000US11427,11427,4094785,0,"POLYGON ((-73.766244 40.726403, -73.762063 40.725986, -73.75671 40.72617899999999, -73.76224499999999 40.729344, -73.765551 40.732544, -73.7637 40.732864, -73.74654099999999 40.735778, -73.745947 40.734168, -73.74661499999999 40.733394, -73.74673799999999 40.732583, -73.743065 40.735465, -73.740291 40.738517, -73.73922399999999 40.739684, -73.732325 40.743645, -73.72672899999999 40.740785, -73.726112 40.736382, -73.727014 40.735582, -73.726366 40.733455, -73.73098499999999 40.732665, -73.732168 40.729155, -73.733617 40.727934, -73.740702 40.729533, -73.739311 40.728167, -73.75233399999999 40.720262, -73.757257 40.718139, -73.75764199999999 40.717971, -73.759216 40.719199, -73.759441 40.721063, -73.76153099999999 40.722992, -73.76479599999999 40.724684, -73.766244 40.726403))"
58,10039,8600000US10039,10039,1132697,0,"POLYGON ((-73.94292399999999 40.82326, -73.93924799999999 40.828296, -73.938588 40.829717, -73.940167 40.830383, -73.94034599999999 40.830458, -73.940309 40.831711, -73.93793599999999 40.834458, -73.935079 40.839267, -73.93562799999999 40.841279, -73.93467099999999 40.842958, -73.93200999999999 40.846576, -73.92930299999999 40.845788, -73.93440199999999 40.836054, -73.93470499999999 40.835626, -73.935041 40.834014, -73.93382299999999 40.819491, -73.934338 40.818757, -73.934264 40.81791399999999, -73.937181 40.819144, -73.936227 40.820438, -73.941917 40.822837, -73.94241099999999 40.822164, -73.943506 40.822628, -73.94292399999999 40.82326))"
59,11225,8600000US11225,11225,2289260,0,"POLYGON ((-73.96289399999999 40.663798, -73.962429 40.663125, -73.960956 40.66328499999999, -73.962622 40.671629, -73.95797399999999 40.670657, -73.955269 40.670125, -73.94773099999999 40.669705, -73.947818 40.668784, -73.94806699999999 40.666139, -73.942528 40.665838, -73.942696 40.664055, -73.940029 40.663021, -73.942829 40.662847, -73.942611 40.66061, -73.947676 40.660297, -73.94726399999999 40.656437, -73.95309399999999 40.656508, -73.95934299999999 40.655983, -73.959861 40.655635, -73.9619 40.654871, -73.96317499999999 40.655675, -73.962807 40.656877, -73.965025 40.662173, -73.96289399999999 40.663798))"
60,11364,8600000US11364,11364,6391237,0,"POLYGON ((-73.77980599999999 40.751895, -73.776178 40.752894, -73.77210000000001 40.754482, -73.768316 40.755466, -73.76185599999999 40.756517, -73.761927 40.755773, -73.75944 40.752403, -73.758467 40.753301, -73.760378 40.755843, -73.75902099999999 40.758348, -73.757319 40.75903599999999, -73.75762999999999 40.760109, -73.759545 40.75914, -73.76008899999999 40.759952, -73.75800099999999 40.76038, -73.756821 40.759735, -73.75585 40.757765, -73.755551 40.7583, -73.75321599999999 40.758247, -73.752303 40.759455, -73.75004799999999 40.758405, -73.74711099999999 40.754173, -73.74709899999999 40.752347, -73.745779 40.751561, -73.743967 40.74763, -73.746122 40.746539, -73.744776 40.743281, -73.747849 40.743296, -73.753473 40.742405, -73.75139 40.740194, -73.749968 40.739746, -73.743962 40.740789, -73.74306799999999 40.738441, -73.740291 40.738517, -73.743065 40.735465, -73.74673799999999 40.732583, -73.74661499999999 40.733394, -73.745947 40.734168, -73.74654099999999 40.735778, -73.7637 40.732864, -73.765551 40.732544, -73.770107 40.731779, -73.77286099999999 40.736276, -73.77575899999999 40.743367, -73.777551 40.747144, -73.780012 40.750073, -73.77980599999999 40.751895))"
61,10307,8600000US10307,10307,4764128,18350,"MULTIPOLYGON (((-74.223215 40.508659, -74.21284399999999 40.510692, -74.21043499999999 40.511736, -74.20997 40.510475, -74.21076056560869 40.50923737597, -74.219787 40.502603, -74.2217619400756 40.50241156895419, -74.223191 40.505125, -74.223215 40.508659)), ((-74.25608799999999 40.507903, -74.252702 40.513895, -74.2485110027761 40.5168877153602, -74.2475842425344 40.51754949809649, -74.24748585654089 40.517619753756, -74.24614067373049 40.5185803244851, -74.241275 40.519103, -74.24241599999999 40.520325, -74.234821 40.519516, -74.23416399999999 40.517318, -74.232822 40.516337, -74.2281448537961 40.5017928727904, -74.23247489591999 40.5013731615789, -74.23324 40.501299, -74.24668799999999 40.496103, -74.25018799999999 40.496703, -74.254588 40.502303, -74.25544703796369 40.5055100750647, -74.25608799999999 40.507903)))"
62,11102,8600000US11102,11102,2042468,2387,"POLYGON ((-73.93785799999999 40.774088, -73.93638 40.776921, -73.93441199999999 40.778093, -73.93184699999999 40.777892, -73.92988099999999 40.776222, -73.92860499999999 40.776593, -73.924234 40.779101, -73.91996499999999 40.782635, -73.91796599999999 40.781256, -73.92200199999999 40.777955, -73.921522 40.776613, -73.91431 40.77152299999999, -73.914508 40.76992, -73.916438 40.76973, -73.92188 40.763574, -73.935227 40.769526, -73.934956 40.77173, -73.937466 40.772504, -73.93785799999999 40.774088))"
63,10452,8600000US10452,10452,2559781,0,"POLYGON ((-73.933459 40.833184, -73.93300599999999 40.835679, -73.929503 40.842381, -73.92815899999999 40.845492, -73.924734 40.84481299999999, -73.922685 40.844568, -73.92104399999999 40.84652, -73.91742099999999 40.84634399999999, -73.917157 40.845418, -73.915263 40.845963, -73.911143 40.845063, -73.91192699999999 40.843267, -73.91313699999999 40.839814, -73.91477999999999 40.837517, -73.91902899999999 40.83309, -73.920461 40.830915, -73.922669 40.826854, -73.92875599999999 40.829186, -73.93095599999999 40.828335, -73.933059 40.828156, -73.933459 40.833184))"
64,11218,8600000US11218,11218,3699695,0,"POLYGON ((-73.989059 40.644119, -73.98180499999999 40.647128, -73.98029099999999 40.64729699999999, -73.981796 40.655246, -73.97977 40.657229, -73.976749 40.655514, -73.975157 40.65872299999999, -73.97404399999999 40.657347, -73.972343 40.651378, -73.97261999999999 40.650835, -73.972082 40.650635, -73.97169099999999 40.651064, -73.966213 40.653189, -73.964654 40.650887, -73.967028 40.64994799999999, -73.967546 40.647683, -73.966391 40.646594, -73.966174 40.640431, -73.96538199999999 40.63627899999999, -73.969869 40.634194, -73.977165 40.630747, -73.977249 40.630707, -73.978155 40.630282, -73.980142 40.632354, -73.978973 40.633476, -73.981432 40.634955, -73.985252 40.638175, -73.988039 40.638947, -73.987455 40.639505, -73.991929 40.642205, -73.989059 40.644119))"
65,10025,8600000US10025,10025,1946729,0,"POLYGON ((-73.976795 40.794315, -73.974256 40.796588, -73.973736 40.798608, -73.97027299999999 40.80236, -73.96651799999999 40.808226, -73.9659 40.808806, -73.963903 40.808004, -73.964848 40.806707, -73.962008 40.805509, -73.95982599999999 40.805435, -73.95709099999999 40.81008, -73.957808 40.811264, -73.954966 40.810064, -73.956806 40.80754599999999, -73.95818199999999 40.805597, -73.958249 40.803107, -73.95964699999999 40.801156, -73.958195 40.800553, -73.960037 40.798038, -73.96701 40.788476, -73.977092 40.792724, -73.976795 40.794315), (-73.962008 40.805509, -73.962475 40.804886, -73.960319 40.803992, -73.96007399999999 40.804706, -73.962008 40.805509))"
66,11109,8600000US11109,11109,128904,24260,"POLYGON ((-73.961381 40.742802, -73.959124 40.746119, -73.95773199999999 40.747775, -73.95684199999999 40.748828, -73.954804 40.748046, -73.956208 40.743872, -73.958457 40.744316, -73.96111399999999 40.742749, -73.961381 40.742802))"
67,10308,8600000US10308,10308,5099583,12014,"POLYGON ((-74.16377899999999 40.560317, -74.156846 40.5628, -74.154634 40.56554, -74.15170000000001 40.567857, -74.143126 40.560508, -74.13966499999999 40.558649, -74.145543 40.553854, -74.143705 40.553248, -74.140545 40.554845, -74.13850099999999 40.553443, -74.137762 40.553882, -74.134558 40.551255, -74.137371 40.549578, -74.13864099999999 40.548475, -74.137006 40.546968, -74.135683 40.546373, -74.13969899999999 40.544151, -74.141474 40.542254, -74.142169 40.537293, -74.14516999999999 40.535756, -74.147234 40.535787, -74.14973499999999 40.53727, -74.15178499999999 40.537701, -74.15919099999999 40.54523, -74.159369 40.547327, -74.162111 40.545911, -74.16077199999999 40.547373, -74.161168 40.549191, -74.16209599999999 40.549085, -74.163394 40.553317, -74.164941 40.560112, -74.16377899999999 40.560317))"
68,11206,8600000US11206,11206,3715220,0,"POLYGON ((-73.95745699999999 40.700822, -73.953812 40.703181, -73.954442 40.703747, -73.950237 40.705473, -73.951116 40.710957, -73.943788 40.710901, -73.940423 40.711218, -73.940314 40.710522, -73.937681 40.711182, -73.93831999999999 40.71252399999999, -73.93480199999999 40.713373, -73.93229699999999 40.707749, -73.93115499999999 40.703773, -73.927588 40.701762, -73.929035 40.70029, -73.927797 40.699585, -73.930262 40.698529, -73.935222 40.696986, -73.934797 40.696737, -73.934134 40.693355, -73.937195 40.693752, -73.939971 40.692683, -73.94564199999999 40.692033, -73.945787 40.692765, -73.95180999999999 40.691599, -73.95336999999999 40.699405, -73.95702 40.698974, -73.95745699999999 40.700822))"
69,11216,8600000US11216,11216,2421197,0,"POLYGON ((-73.95797399999999 40.670657, -73.955195 40.678343, -73.95300499999999 40.678815, -73.955309 40.67927299999999, -73.955437 40.679958, -73.956841 40.686996, -73.957132 40.688463, -73.951444 40.689764, -73.95180999999999 40.691599, -73.945787 40.692765, -73.94564199999999 40.692033, -73.94534899999999 40.690567, -73.948185 40.690242, -73.94789299999999 40.688776, -73.94505599999999 40.689102, -73.943962 40.683601, -73.93822299999999 40.683894, -73.937398 40.67973, -73.941209 40.679938, -73.941889 40.676054, -73.944574 40.675804, -73.94708899999999 40.676557, -73.94773099999999 40.669705, -73.955269 40.670125, -73.95797399999999 40.670657))"
70,10012,8600000US10012,10012,837302,0,"POLYGON ((-74.00372999999999 40.72625, -74.00315499999999 40.727664, -74.00095399999999 40.731706, -73.99960399999999 40.731043, -73.99314699999999 40.727867, -73.991794 40.726391, -73.992604 40.724136, -73.994035 40.720323, -73.994969 40.720627, -73.99526 40.719867, -74.004575 40.724173, -74.00372999999999 40.72625))"
71,10034,8600000US10034,10034,2823927,11193,"POLYGON ((-73.94330099999999 40.852489, -73.937789 40.859812, -73.93246599999999 40.867615, -73.93252099999999 40.869914, -73.929351 40.875358, -73.926406 40.877645, -73.92312 40.877314, -73.922383 40.876608, -73.92242899999999 40.873986, -73.920855 40.873034, -73.919893 40.87379, -73.92101099999999 40.875549, -73.918824 40.874694, -73.91486499999999 40.874409, -73.91145999999999 40.87332199999999, -73.91058699999999 40.872456, -73.911182 40.86872899999999, -73.91499499999999 40.863528, -73.917143 40.862032, -73.919594 40.85883, -73.921992 40.859563, -73.921098 40.857567, -73.92215999999999 40.855607, -73.922867 40.855872, -73.922888 40.858857, -73.92474199999999 40.861594, -73.92662 40.864525, -73.924385 40.865365, -73.925005 40.866336, -73.92936399999999 40.864284, -73.931313 40.859328, -73.93302199999999 40.859819, -73.93274 40.862941, -73.933803 40.862925, -73.93519499999999 40.860266, -73.93901199999999 40.856109, -73.94279899999999 40.851172, -73.94318699999999 40.84975499999999, -73.94700499999999 40.850459, -73.94330099999999 40.852489))"
72,10035,8600000US10035,10035,3689135,0,"MULTIPOLYGON (((-73.93550999999999 40.78590000000001, -73.93086799999999 40.791093, -73.926135 40.79135, -73.928268 40.792299, -73.926963 40.79524199999999, -73.927599 40.79803, -73.925603 40.801998, -73.921888 40.80153, -73.920371 40.799433, -73.9152 40.796804, -73.91383499999999 40.794664, -73.915194 40.791947, -73.918481 40.789428, -73.92215999999999 40.785502, -73.922811 40.783597, -73.927116 40.781079, -73.935433 40.783249, -73.93550999999999 40.78590000000001)), ((-73.944667 40.80313, -73.94613099999999 40.803877, -73.94430199999999 40.806391, -73.941771 40.807089, -73.940404 40.808958, -73.939949 40.809582, -73.936725 40.808224, -73.93491899999999 40.806679, -73.93321899999999 40.807255, -73.930938 40.804736, -73.928932 40.800858, -73.929256 40.795867, -73.931094 40.79409, -73.93266 40.795732, -73.935408 40.796004, -73.946462 40.800665, -73.944667 40.80313)))"
73,10457,8600000US10457,10457,2743123,0,"POLYGON ((-73.91192699999999 40.843267, -73.911143 40.845063, -73.907487 40.847804, -73.900779 40.856047, -73.89994899999999 40.85742, -73.896007 40.855596, -73.89477599999999 40.85593, -73.88723 40.852488, -73.888032 40.850997, -73.88382 40.851499, -73.88480199999999 40.849309, -73.892169 40.84105, -73.89536699999999 40.842895, -73.89337399999999 40.846401, -73.89617699999999 40.846659, -73.89663899999999 40.8435, -73.900567 40.836592, -73.905979 40.838505, -73.905607 40.839844, -73.905312 40.840455, -73.905 40.842535, -73.909547 40.843045, -73.90890999999999 40.838376, -73.909458 40.837057, -73.909882 40.838709, -73.91139 40.837866, -73.91313699999999 40.839814, -73.91192699999999 40.843267))"
74,11354,8600000US11354,11354,5641424,59468,"POLYGON ((-73.848961 40.773743, -73.84903799999999 40.777005, -73.839983 40.776503, -73.838967 40.776774, -73.83886199999999 40.778617, -73.836332 40.778529, -73.833428 40.771434, -73.831593 40.77256, -73.82852799999999 40.776007, -73.82740799999999 40.776661, -73.82583099999999 40.775915, -73.82167 40.776863, -73.81278399999999 40.775605, -73.8066 40.775115, -73.803985 40.77419, -73.80427899999999 40.772061, -73.80615299999999 40.772209, -73.805356 40.771095, -73.80720699999999 40.76829499999999, -73.807514 40.762179, -73.8126 40.763153, -73.816093 40.762524, -73.82974 40.758749, -73.83791699999999 40.754541, -73.838211 40.755253, -73.83861899999999 40.757045, -73.836821 40.761249, -73.836917 40.762767, -73.839417 40.765428, -73.840312 40.766295, -73.843947 40.765495, -73.84738299999999 40.766419, -73.849762 40.769961, -73.84858699999999 40.770504, -73.849942 40.771927, -73.848961 40.773743))"
75,10306,8600000US10306,10306,19359797,152157,"POLYGON ((-74.16983499999999 40.570879, -74.15476799999999 40.579252, -74.15252799999999 40.580617, -74.146322 40.58607, -74.14583399999999 40.588564, -74.138667 40.58902, -74.13394 40.586299, -74.13351999999999 40.584249, -74.13072199999999 40.583043, -74.129424 40.583676, -74.129102 40.586291, -74.127782 40.587449, -74.127821 40.589437, -74.126385 40.590725, -74.126285 40.593455, -74.122643 40.599419, -74.120772 40.600672, -74.12059599999999 40.60181, -74.119576 40.601817, -74.119428 40.59836, -74.116641 40.599062, -74.116844 40.601895, -74.11487099999999 40.602137, -74.113023 40.600135, -74.11130199999999 40.598208, -74.11131 40.597057, -74.11325099999999 40.596103, -74.114311 40.596637, -74.116477 40.594595, -74.12017399999999 40.588216, -74.12311199999999 40.585104, -74.11914899999999 40.581508, -74.11828899999999 40.578192, -74.11749 40.577756, -74.11542299999999 40.578631, -74.11392099999999 40.580506, -74.107781 40.584353, -74.100883 40.590179, -74.102079 40.588741, -74.09849299999999 40.587106, -74.10197599999999 40.584585, -74.097718 40.581815, -74.096169 40.583044, -74.09200199999999 40.58089, -74.09344299999999 40.579049, -74.08897399999999 40.577145, -74.08985799999999 40.576194, -74.085802 40.574135, -74.08876599999999 40.572375, -74.09258699999999 40.568245, -74.09086339763481 40.5664001962006, -74.09374011614909 40.563679182824, -74.09921766378629 40.5584981126854, -74.09951794921389 40.5582140804934, -74.10389629455949 40.5540727172723, -74.1052726951982 40.5527708156331, -74.10646799999999 40.553352, -74.109127 40.55191, -74.1125450843077 40.5475780974811, -74.112585 40.547603, -74.1128288683874 40.5474711763487, -74.114983 40.549579, -74.116024 40.549361, -74.11810699999999 40.550632, -74.11805199999999 40.552008, -74.119401 40.552183, -74.127301 40.557295, -74.130459 40.554417, -74.134558 40.551255, -74.137762 40.553882, -74.13850099999999 40.553443, -74.140545 40.554845, -74.143705 40.553248, -74.145543 40.553854, -74.13966499999999 40.558649, -74.143126 40.560508, -74.15170000000001 40.567857, -74.154634 40.56554, -74.156846 40.5628, -74.16377899999999 40.560317, -74.164941 40.560112, -74.16589399999999 40.560283, -74.164993 40.561447, -74.164439 40.565253, -74.164812 40.56556, -74.165943 40.567, -74.169617 40.566237, -74.169611 40.566443, -74.16983499999999 40.570879))"
